season_id,timestamp,scryfallId,card_name,tags
Season-1,2021-09-01,0632d42e-ee81-4ceb-82af-c5cbf32e3d1a,Sakura-Tribe Elder,['Green']
Season-1,2021-09-01,0645f487-efe5-4764-b361-85e07bb5ccca,"Ulamog, the Infinite Gyre",['Colorless']
Season-1,2021-09-01,064dfdeb-485f-473e-9fa0-8fdb7638cdc6,Dismember,['Hybrid']
Season-1,2021-09-01,067fac91-2483-4678-b86a-2c54a3a480cf,"Kozilek, Butcher of Truth",['Colorless']
Season-1,2021-09-01,06879efa-46ca-46bc-9acd-d48ad343fe5f,Trygon Predator,['Multicolored']
Season-1,2021-09-01,068bb15a-fc2d-42a2-859b-837b946d23c0,Underground Sea,['Lands']
Season-1,2021-09-01,06a4d2e0-1410-41f4-8070-2b0144c71e1d,Reveillark,['White']
Season-1,2021-09-01,06ae6a96-b01a-4ba3-b8c1-87ef56ace103,Inkwell Leviathan,['Blue']
Season-1,2021-09-01,06c0c35d-a26e-473a-9206-8fbda7191700,Entomb,['Black']
Season-1,2021-09-01,06cb1bd6-73e0-4104-b344-4bc52d7dcedf,Baleful Strix,['Multicolored']
Season-1,2021-09-01,07246783-d475-4f61-99ac-e2b574072349,Voice of Resurgence,['Multicolored']
Season-1,2021-09-01,07313dd3-d0dc-40ca-98a3-fa4d39e5bcae,Oust,['White']
Season-1,2021-09-01,073bfdca-d7b8-4f4b-93f3-6e7c44bc0b0a,Sol Ring,['Colorless']
Season-1,2021-09-01,07a3d9e8-8597-498b-869c-cff79e0df516,"Karn, Scion of Urza",['Colorless']
Season-1,2021-09-01,07c17b01-ee5d-491a-8403-b3f819b778c4,Wishclaw Talisman,['Black']
Season-1,2021-09-01,0845f0b0-9413-4ddd-861d-9607636bebc6,Natural Order,['Green']
Season-1,2021-09-01,084b7337-c06f-4cbf-8fc0-0b20c221f1dc,Lightning Strike,['Red']
Season-1,2021-09-01,0858ab5a-930c-44f0-9621-4dd634cf39c6,Banishing Light,['White']
Season-1,2021-09-01,086f97e9-8b62-44f3-b467-149c2ac5ca78,Opposition Agent,['Black']
Season-1,2021-09-01,08fc5e50-c6f7-41ec-815a-5667eefded78,Casualties of War,['Multicolored']
Season-1,2021-09-01,09516d3d-e6c2-4359-af2a-a4aa244ca033,Glen Elendra Archmage,['Blue']
Season-1,2021-09-01,09521f23-52d6-482d-9f3b-c4d12fcc08cc,Tidehollow Sculler,['Multicolored']
Season-1,2021-09-01,09b792b3-ed87-4360-a392-506e5f8140a1,Regrowth,['Green']
Season-1,2021-09-01,09fd2d9c-1793-4beb-a3fb-7a869f660cd4,Bonecrusher Giant // Stomp,['Red']
Season-1,2021-09-01,0a26d900-c652-4f9c-8681-a35c5f8b1937,Sacred Foundry,['Lands']
Season-1,2021-09-01,0ba5dd1a-6906-4b45-bbf7-2f10cb955083,Geist of Saint Traft,['Multicolored']
Season-1,2021-09-01,0bb81647-e8ff-492e-a862-1b1ca142efe6,Woodfall Primus,['Green']
Season-1,2021-09-01,0c0e7131-db26-448d-afda-f48337a026f0,Pyroclasm,['Red']
Season-1,2021-09-01,0c2a6b15-e614-4f0b-84e4-8630516f3325,Rakdos Signet,['Multicolored']
Season-1,2021-09-01,0c3bc412-689f-4385-807b-ed60d6276d76,Grim Monolith,['Colorless']
Season-1,2021-09-01,0c9a7cb0-5bff-48ff-b620-2838816ac9b5,Counterspell,['Blue']
Season-1,2021-09-01,0c9ebec9-3474-4062-9607-2e2a72f78299,Enlightened Tutor,['White']
Season-1,2021-09-01,0cb33b46-4d1b-4f97-bfdc-d815aee111da,Mana Crypt,['Colorless']
Season-1,2021-09-01,0d08f5e4-d2d3-4659-86d4-a983d80e3b2c,Tundra,['Lands']
Season-1,2021-09-01,0d4a3eb3-8b28-49f7-a06c-eae26da6026b,Sower of Temptation,['Blue']
Season-1,2021-09-01,0d60eabe-b281-4eba-9c26-287364ed2067,Earthshaker Khenra,['Red']
Season-1,2021-09-01,0d891cb5-c575-4c63-b053-a2315947c3e0,Looter il-Kor,['Blue']
Season-1,2021-09-01,0da69523-cece-425a-b08a-fb27fac29374,Figure of Destiny,['Multicolored']
Season-1,2021-09-01,0dcafa9e-3637-42ca-bdb2-45a2b5da7294,Pia and Kiran Nalaar,['Red']
Season-1,2021-09-01,0e0d989d-7186-40dc-bdfe-cfbb77656bc8,"Emrakul, the Aeons Torn",['Colorless']
Season-1,2021-09-01,0e51d796-7279-4c06-87f0-37adbdaa41df,Underworld Breach,['Red']
Season-1,2021-09-01,0e606072-a3aa-4300-ba90-ec92a721fa76,"Jace, the Mind Sculptor",['Blue']
Season-1,2021-09-01,0e84fc99-4045-4518-b588-512a675f2933,"Venser, Shaper Savant",['Blue']
Season-1,2021-09-01,0e9aeaa8-9a75-4719-992f-cbb316f72175,Savannah,['Lands']
Season-1,2021-09-01,0ec8d800-7f06-44e0-b22d-cdff0a9b153d,Hellrider,['Red']
Season-1,2021-09-01,0ecbe097-ba51-42e5-957c-382eb66c08f0,Robber of the Rich,['Red']
Season-1,2021-09-01,0eee981e-5d26-4810-90e1-432f3c3107f2,Reclamation Sage,['Green']
Season-1,2021-09-01,0f427f0b-034c-4821-8758-e395c0042d8a,Creeping Tar Pit,['Lands']
Season-1,2021-09-01,0f7585c8-9e21-4eef-afc1-2852de23db2f,Polluted Delta,['Lands']
Season-1,2021-09-01,10158a5e-5a03-41ab-85d2-0907ccf32c9b,Dack Fayden,['Multicolored']
Season-1,2021-09-01,102d20e6-5179-44b7-9abd-f1defc15ca6a,Kodama's Reach,['Green']
Season-1,2021-09-01,1055f518-c15d-4aee-9b91-a4068ec22466,Shriekmaw,['Black']
Season-1,2021-09-01,1066a94a-8e4f-4d77-820b-7a77a18116f0,Wooded Foothills,['Lands']
Season-1,2021-09-01,1132218d-56cd-441e-9006-df3c50344491,Joraga Treespeaker,['Green']
Season-1,2021-09-01,11488771-3d02-476e-bf6d-ad40ec691fd5,Simic Signet,['Multicolored']
Season-1,2021-09-01,116eafca-668b-4864-bb7b-9d615c93c059,Inferno Titan,['Red']
Season-1,2021-09-01,1192f7a9-102e-4b3a-b154-18c8eb332217,"Ulamog, the Ceaseless Hunger",['Colorless']
Season-1,2021-09-01,1290e00b-c41b-4e30-8b65-a7fd4356d462,Mind's Desire,['Blue']
Season-1,2021-09-01,12c442ee-7239-4eb0-a25d-c9334c9e235d,Gideon Blackblade,['White']
Season-1,2021-09-01,139b90cd-8272-457a-be32-1298145345be,Watery Grave,['Lands']
Season-1,2021-09-01,13a35076-fc69-42f9-bae8-695462c67425,Bloodbraid Elf,['Multicolored']
Season-1,2021-09-01,13e3c0c5-7451-4da9-acc0-d6e4e1f2655e,Dire Fleet Daredevil,['Red']
Season-1,2021-09-01,14065271-d942-42a8-aa38-d8a622c0375d,Scrubland,['Lands']
Season-1,2021-09-01,1453f92e-df2d-4789-aa1b-a5b5c51567d4,Preordain,['Blue']
Season-1,2021-09-01,1571b584-9007-45ee-a3c3-6c72f227fee2,Mystical Tutor,['Blue']
Season-1,2021-09-01,15db4353-9c46-4fe4-b22e-0cf024aa9dfc,Grim Lavamancer,['Red']
Season-1,2021-09-01,15faa763-b897-4e86-b094-73f3236291a9,Verdant Catacombs,['Lands']
Season-1,2021-09-01,162018eb-5483-4fa2-9c5a-abb639eecf91,"Kiki-Jiki, Mirror Breaker",['Red']
Season-1,2021-09-01,16298ca0-80d4-4299-a550-500b7ef6ac67,Silverblade Paladin,['White']
Season-1,2021-09-01,1658f12b-8ac5-4d29-86d5-f20c4d5f7e48,Vindicate,['Multicolored']
Season-1,2021-09-01,16782095-0b7f-4489-8a97-b74f8efef352,Abundant Harvest,['Green']
Season-1,2021-09-01,16c8d2fa-54a7-46e8-980c-905258497c90,Arid Mesa,['Lands']
Season-1,2021-09-01,170693f5-13db-4191-99b1-e527ffb5b88e,Pack Rat,['Black']
Season-1,2021-09-01,1716b4dd-9045-462b-b053-72de450a8cde,Blood Crypt,['Lands']
Season-1,2021-09-01,17799546-750e-4b39-8848-815e7bb902d9,Dimir Signet,['Multicolored']
Season-1,2021-09-01,1783343e-6761-4f7f-8e6c-dd1fb6ba43f7,Selesnya Signet,['Multicolored']
Season-1,2021-09-01,1785cb18-c291-4fd5-b8c7-ace893c32e49,Mesmeric Fiend,['Black']
Season-1,2021-09-01,17b59819-4746-4c67-b6e5-4157d498a065,Vryn Wingmare,['White']
Season-1,2021-09-01,17db2b6a-eaa8-4a08-9e86-370bbd058574,Bayou,['Lands']
Season-1,2021-09-01,17f28b16-da65-41a8-ba4f-f1c5e104aad6,Council's Judgment,['White']
Season-1,2021-09-01,183ef738-0559-49ca-85b4-e6836521f203,Eidolon of the Great Revel,['Red']
Season-1,2021-09-01,187e887c-c39d-4d25-a506-cdc95fc70316,"Gideon, Ally of Zendikar",['White']
Season-1,2021-09-01,18adbda4-8d36-47cd-afbc-c785aaa8ed80,Blightsteel Colossus,['Colorless']
Season-1,2021-09-01,18bd50f2-c3ba-4217-a2d5-bb771e199706,Vampiric Tutor,['Black']
Season-1,2021-09-01,18f23daa-bc59-456a-8a28-3823e51bc74b,Night's Whisper,['Black']
Season-1,2021-09-01,19477aca-b8db-4061-9a78-ebb189a9df22,Breeding Pool,['Lands']
Season-1,2021-09-01,19557351-b65f-4b04-b971-66abdc07000a,Stoneforge Mystic,['White']
Season-1,2021-09-01,19adde22-e5eb-4815-beb6-c520b3274cc9,Lotus Cobra,['Green']
Season-1,2021-09-01,19e63f83-4587-4ff8-b75b-d0185f6a911c,"Daretti, Scrap Savant",['Red']
Season-1,2021-09-01,1a6f256b-943e-4cfb-9fc9-d1ded68b5f97,Chart a Course,['Blue']
Season-1,2021-09-01,1ac01fff-4de6-4783-9489-4127e25bc641,Prismatic Vista,['Lands']
Season-1,2021-09-01,1af92296-455a-425e-9397-a96d09937767,Incinerate,['Red']
Season-1,2021-09-01,1b2ecf55-c1cc-4b28-b7ce-e1b25305155e,Lightning Helix,['Multicolored']
Season-1,2021-09-01,1b350e59-376b-46ab-a34a-cc124eca5fba,"Elspeth, Knight-Errant",['White']
Season-1,2021-09-01,1b6ed82a-42a9-4024-bcad-7c2899882767,Azorius Signet,['Multicolored']
Season-1,2021-09-01,1bae1f86-4639-4424-b47b-fdc826bf6e97,Boros Signet,['Multicolored']
Season-1,2021-09-01,1bb30340-96a4-49d8-838b-8788900401a0,Gruul Signet,['Multicolored']
Season-1,2021-09-01,1be9d9a4-d7ee-4854-abc2-85cabf993ec9,Archon of Cruelty,[]
Season-1,2021-09-01,1bf09533-3849-4756-8ccf-143196cc17d9,Cast Out,['White']
Season-1,2021-09-01,1c4968e7-c656-419d-980b-5384de02bc8e,"Isamaru, Hound of Konda",['White']
Season-1,2021-09-01,1c58b63c-e3e5-4575-849c-9a6a00821286,Gideon Jura,['White']
Season-1,2021-09-01,1c7d50d6-b63a-4d8c-88fa-1d78ae693a45,Overgrown Tomb,['Lands']
Season-1,2021-09-01,1d3c7c00-3a27-4926-9cdd-b112dd35218a,Necromancy,['Black']
Season-1,2021-09-01,1da4d4f3-b3cb-4b61-81b8-06ae441c41bf,Shark Typhoon,['Blue']
Season-1,2021-09-01,1daf4348-05c5-4c55-bcf2-c7bec7988bfc,Plateau,['Lands']
Season-1,2021-09-01,1de256fd-367f-4517-90c4-19d826c11a48,Izzet Signet,['Multicolored']
Season-1,2021-09-01,1e14e677-9bfa-4bcc-9772-8e7758d7538a,Sea Gate Stormcaller,['Blue']
Season-1,2021-09-01,1e2a73ec-39be-4d23-8c25-17d7c174dcee,Oblivion Ring,['White']
Season-1,2021-09-01,1e2fee55-227b-4373-a3f7-b463f220033f,Tinker,['Blue']
Season-1,2021-09-01,1e3259f8-ee93-4b02-b8e1-a7bd6dd698ca,"Uro, Titan of Nature's Wrath",['Multicolored']
Season-1,2021-09-01,1ee98955-4c47-4d45-9377-608dfa755337,Bone Shards,['Black']
Season-1,2021-09-01,1fa48620-4c3d-4f75-be1f-c12c4aa59f51,"Golos, Tireless Pilgrim",['Multicolored']
Season-1,2021-09-01,1fdcc0c3-4029-4fc3-a486-5d7f45c910bd,Everflowing Chalice,['Colorless']
Season-1,2021-09-01,2047963c-3761-4d21-834a-674762248b77,High Tide,['Blue']
Season-1,2021-09-01,2050d414-71c7-4c42-a1ff-4c04068ba7f2,Metalworker,['Colorless']
Season-1,2021-09-01,205df311-a72d-40f1-b2ea-9b30274bc9bd,Knight of the Reliquary,['Multicolored']
Season-1,2021-09-01,207d5f12-fbc6-4c75-9d84-fd2f0023fbd0,Sneak Attack,['Red']
Season-1,2021-09-01,218af707-cc60-407e-af20-e21879a0e902,Young Pyromancer,['Red']
Season-1,2021-09-01,21c950d7-b4f6-4902-8c9a-98f2933f9fa5,Adanto Vanguard,['White']
Season-1,2021-09-01,228e551e-023a-4c9a-8f32-58dae6ffdf7f,Valakut Awakening // Valakut Stoneforge,['Red']
Season-1,2021-09-01,22f40dfc-a35d-4094-9805-0de8b7f61cb0,Stirring Wildwood,['Lands']
Season-1,2021-09-01,230e65b2-a908-4418-8ef9-ecc475ff0b27,Fire // Ice,['Multicolored']
Season-1,2021-09-01,2398892d-28e9-4009-81ec-0d544af79d2b,Ancestral Recall,['Blue']
Season-1,2021-09-01,23af6033-4930-48e4-821d-14cbbe1754b4,Past in Flames,['Red']
Season-1,2021-09-01,23b95b26-0bbf-4fa1-80c1-f621f1a1b947,Damn,['Multicolored']
Season-1,2021-09-01,245cdc59-d560-4c10-b721-f51cc312e370,Mishra's Factory,['Lands']
Season-1,2021-09-01,247939d9-87e9-4f01-b223-fb4cfa7dbbe1,Mana Leak,['Blue']
Season-1,2021-09-01,24842e29-77ac-4904-bd8f-b2cd163dd357,"Archangel Avacyn // Avacyn, the Purifier",['White']
Season-1,2021-09-01,24a5cc2c-0fbf-4a5f-b175-6e0ffd0d0787,Misty Rainforest,['Lands']
Season-1,2021-09-01,24a76568-a2d4-41a6-88b8-fa5ed4093930,Celestial Colonnade,['Lands']
Season-1,2021-09-01,24da9431-7e52-44f5-bc18-2f2d8a4ca81e,Abrade,['Red']
Season-1,2021-09-01,24e58478-c6a8-4f86-854a-a489c99bd777,Usher of the Fallen,['White']
Season-1,2021-09-01,253256a0-2891-45b0-be9f-8a4a425575f9,Maze of Ith,['Lands']
Season-1,2021-09-01,254f4460-beb9-43ce-a176-d040f7dd7e9e,Golgari Signet,['Multicolored']
Season-1,2021-09-01,25b0b816-0583-44aa-9dc5-f3ff48993a51,Gaea's Cradle,['Lands']
Season-1,2021-09-01,260ecd56-a86f-49e7-81e0-919231aa9945,"Daretti, Ingenious Iconoclast",['Multicolored']
Season-1,2021-09-01,2616aa0e-8413-4e63-877c-bffd5263f552,Porcelain Legionnaire,['White']
Season-1,2021-09-01,2626d4c9-fcef-4057-a154-7d987a4a4b84,Sword of Fire and Ice,['Colorless']
Season-1,2021-09-01,26c68473-70ca-40ba-b5c6-71ec30f88a2c,Damnation,['Black']
Season-1,2021-09-01,270a0863-7d07-43f0-925d-a8ce0383a1cb,Thousand-Year Storm,['Multicolored']
Season-1,2021-09-01,27128f26-0d89-4962-96e8-5fa343031a26,Plow Under,['Green']
Season-1,2021-09-01,2744ac83-a79f-4042-8720-688b5adda382,Nurturing Peatland,['Lands']
Season-1,2021-09-01,275426c4-c14e-47d0-a9d4-24da7f6f6911,"Yorion, Sky Nomad",['Multicolored']
Season-1,2021-09-01,27691efa-052d-4afe-b9ef-159858ca660f,"Braids, Cabal Minion",['Black']
Season-1,2021-09-01,277bc4e5-f43a-4f1e-a7e9-11796e78fcdf,Blade Splicer,['White']
Season-1,2021-09-01,28667c8b-d02c-4e57-a050-1549207b65d1,Thragtusk,['Green']
Season-1,2021-09-01,28f1d784-f286-418d-a712-bc07ad10d4a2,Copperline Gorge,['Lands']
Season-1,2021-09-01,29632951-3c3d-478c-8c5a-9a34f30a5c28,Dauthi Voidwalker,['Black']
Season-1,2021-09-01,299f1f93-ecee-4ed8-a77e-6ebc4b85328d,Beast Within,['Green']
Season-1,2021-09-01,2b5315a4-6a78-456f-8d5a-fea9d62f3f0e,Strip Mine,['Lands']
Season-1,2021-09-01,2b73d294-6ab1-4051-9b0f-d8e335d37674,Unholy Heat,['Red']
Season-1,2021-09-01,2b74bb81-fb9a-40e5-a941-e517430b52f5,Indatha Triome,['Lands']
Season-1,2021-09-01,2b842616-c0cc-43d4-a52d-0159caebadd2,Orzhov Signet,['Multicolored']
Season-1,2021-09-01,2b9b0195-beda-403e-bc27-7ae3be9f318c,Temple Garden,['Lands']
Season-1,2021-09-01,2be39749-ad6f-4160-99eb-c677eee7f1b2,Thraben Inspector,['White']
Season-1,2021-09-01,2bf2da97-3331-4614-b4ff-f03d061500a7,Fire Covenant,['Multicolored']
Season-1,2021-09-01,2d9b12cc-f616-4b52-91eb-a430e70f9251,Wrath of God,['White']
Season-1,2021-09-01,2da5f3f8-5eef-498f-ba2c-2f3fbc3745aa,Ephemerate,['White']
Season-1,2021-09-01,2dc16614-5cf8-444d-a5ae-cac25018af68,Burst Lightning,['Red']
Season-1,2021-09-01,2e139ad1-1079-49e9-babd-6399c44ad333,Seasoned Pyromancer,['Red']
Season-1,2021-09-01,2eb69961-0053-476f-b58e-20b6df0e2649,"Gonti, Lord of Luxury",['Black']
Season-1,2021-09-01,3003d481-1b52-4aa9-bbdc-e948fbc8d49d,Sylvan Library,['Green']
Season-1,2021-09-01,3028075c-5fc5-4942-a984-1ffcf7a8933d,Knight of Autumn,['Multicolored']
Season-1,2021-09-01,30377bf0-d9b1-4c14-8dde-f74b1e02d604,Gilded Goose,['Green']
Season-1,2021-09-01,307543ca-8e17-433f-9758-4c77da6c0870,Thief of Sanity,['Multicolored']
Season-1,2021-09-01,30a73816-1f33-4798-a9d6-5f0410d19625,Shambling Vent,['Lands']
Season-1,2021-09-01,310a1c46-8331-4a09-9fcb-d942f8102364,Thoughtseize,['Black']
Season-1,2021-09-01,312a6058-de08-487d-95bd-b3c56807fdd6,Crucible of Worlds,['Colorless']
Season-1,2021-09-01,31b770cc-09e7-4c0b-b2a4-462ab4f7200d,Expressive Iteration,['Multicolored']
Season-1,2021-09-01,31ecbe1d-2ad7-4cbb-8392-f41f107356db,"Elesh Norn, Grand Cenobite",['White']
Season-1,2021-09-01,32141ae3-0c1c-480c-8f61-90a46d5ce54c,Terastodon,['Green']
Season-1,2021-09-01,325d9372-01c9-4e99-a966-13c8f8566e2e,Yavimaya Elder,['Green']
Season-1,2021-09-01,3277ad99-5682-4baa-b106-de15721876a6,Glorybringer,['Red']
Season-1,2021-09-01,327cf118-cc92-4073-85d0-94d2a0a6989a,Scalding Tarn,['Lands']
Season-1,2021-09-01,329a8738-3e17-403a-857a-0ba529ce8cd1,Walking Ballista,['Colorless']
Season-1,2021-09-01,32a180dd-9641-4546-8940-9b21084f0c71,Lightning Bolt,['Red']
Season-1,2021-09-01,33672990-4860-4aa6-ac1b-f9da66f5da59,Wurmcoil Engine,['Colorless']
Season-1,2021-09-01,33704052-aeb1-4798-a64d-778e1879eeb9,Gilded Lotus,['Colorless']
Season-1,2021-09-01,33ab05b5-d6f5-439c-9aed-1a58ceb282ad,Flametongue Yearling,['Red']
Season-1,2021-09-01,345a4aee-5846-4ae9-9af1-4c8fe8d692ec,Winds of Abandon,['White']
Season-1,2021-09-01,345fd005-5052-4500-a260-3649500e21f4,Mulldrifter,['Blue']
Season-1,2021-09-01,3462a3d0-5552-49fa-9eb7-100960c55891,"Oko, Thief of Crowns",['Multicolored']
Season-1,2021-09-01,35f1a6ba-e46f-44fb-93f4-fb883d677b36,Baleful Mastery,['Black']
Season-1,2021-09-01,36ed9f9d-99a7-49f4-b0ad-d71355809d32,Hazoret the Fervent,['Red']
Season-1,2021-09-01,377cee38-e769-47b0-abd5-0f528600f36a,Badlands,['Lands']
Season-1,2021-09-01,37dbe1a3-3c44-452b-9fb9-37f5d793d0b5,Memory Jar,['Colorless']
Season-1,2021-09-01,39b41cb3-ca3d-4389-8f66-e1f77f5fb683,Fact or Fiction,['Blue']
Season-1,2021-09-01,3a2d7cf9-dddb-4de3-b4f2-c52e3ec8fb4b,Brain Freeze,['Blue']
Season-1,2021-09-01,3afd325d-4b1f-451b-a6b9-1ccc8d11648b,"Freyalise, Llanowar's Fury",['Green']
Season-1,2021-09-01,3b214b6f-4734-4200-8467-92d7e3469b5d,Tezzeret the Seeker,['Blue']
Season-1,2021-09-01,3b5233ff-03bc-4053-9b49-c4185c2de38d,Restoration Angel,['White']
Season-1,2021-09-01,3b6e5956-f795-451b-bb24-56462d1ced27,Umezawa's Jitte,['Colorless']
Season-1,2021-09-01,3ba95ffa-990a-4013-98b7-5d8c0b34e9c4,Fyndhorn Elves,['Green']
Season-1,2021-09-01,3bb8347b-8663-40b8-bdfb-411236d2efc8,"Sheoldred, Whispering One",['Black']
Season-1,2021-09-01,3bd1ec98-8188-4649-899e-b0972509fc7e,Firebolt,['Red']
Season-1,2021-09-01,3c02b8ee-84cb-44cb-ba14-9e725a9d03ee,Ponder,['Blue']
Season-1,2021-09-01,3c0f5411-1940-410f-96ce-6f92513f753a,Goblin Guide,['Red']
Season-1,2021-09-01,3ca7135c-4ee4-43da-b243-66148f138805,Monastery Mentor,['White']
Season-1,2021-09-01,3ccf318d-5ca5-4e4c-a78a-206a815f9381,Sun Titan,['White']
Season-1,2021-09-01,3d71be5f-0fd7-4a88-8041-f4d6bc4cc9ac,Blackcleave Cliffs,['Lands']
Season-1,2021-09-01,3d73700c-fa62-42be-aaca-5f8a50af20db,Needle Spires,['Lands']
Season-1,2021-09-01,3d9d840e-1f13-44e3-a4de-903cfa58a346,Showdown of the Skalds,['Multicolored']
Season-1,2021-09-01,3e26c10b-179f-4a6e-bc8d-3ec1d6783fb9,Escape to the Wilds,['Multicolored']
Season-1,2021-09-01,3f3c77ad-fce8-4506-90e1-7ef71552a71c,Wheel of Fortune,['Red']
Season-1,2021-09-01,3faa8c5e-9e1b-4cee-b322-a033bf33dcbc,Hymn to Tourach,['Black']
Season-1,2021-09-01,3ff91245-57d8-4020-b260-495c938a515b,Treasure Cruise,['Blue']
Season-1,2021-09-01,400382a4-aea2-4827-b06a-1b0b3745908b,Noble Hierarch,['Green']
Season-1,2021-09-01,409fcd0c-8449-4623-8bf0-cd7ca0937a4a,Lavaclaw Reaches,['Lands']
Season-1,2021-09-01,40d8f490-f04d-4d59-9ab0-a977527fd529,"Liliana, Death's Majesty",['Black']
Season-1,2021-09-01,416d2d51-8f29-4e95-b037-e8c32b081e6c,Mana Drain,['Blue']
Season-1,2021-09-01,41e108a5-4e2f-42cf-9ea1-87bf3c0a2b7f,"Nissa, Who Shakes the World",['Green']
Season-1,2021-09-01,4216656e-90e8-45fc-a0f6-0d0d79d0a021,Shelldock Isle,['Lands']
Season-1,2021-09-01,425bff89-ad15-4d22-bce9-a4a07dbafd87,Bomat Courier,['Red']
Season-1,2021-09-01,441f8b2f-c8cb-4340-a92f-116c2276e906,Frantic Search,['Blue']
Season-1,2021-09-01,44657ab1-0a6a-4a5f-9688-86f239083821,"Birgi, God of Storytelling // Harnfel, Horn of Bounty",['Red']
