scryfall_id,card_name,cmc,type_line,is_creature,is_land,image_url,image_url_small,local_path
ca4c8b04-66af-4cb3-8003-9088d8344b20,Alpha Deathclaw,6.0,Creature — Lizard Mutant,True,False,https://cards.scryfall.io/normal/front/c/a/ca4c8b04-66af-4cb3-8003-9088d8344b20.jpg?1783912392,https://cards.scryfall.io/small/front/c/a/ca4c8b04-66af-4cb3-8003-9088d8344b20.jpg?1783912392,
1ac0e78b-0fdd-44f9-8b7b-c4f28a32782e,Amped Raptor,2.0,Creature — Dinosaur,True,False,https://cards.scryfall.io/normal/front/1/a/1ac0e78b-0fdd-44f9-8b7b-c4f28a32782e.jpg?1783911274,https://cards.scryfall.io/small/front/1/a/1ac0e78b-0fdd-44f9-8b7b-c4f28a32782e.jpg?1783911274,
2398892d-28e9-4009-81ec-0d544af79d2b,Ancestral Recall,1.0,Instant,False,False,https://cards.scryfall.io/normal/front/2/3/2398892d-28e9-4009-81ec-0d544af79d2b.jpg?1783939333,https://cards.scryfall.io/small/front/2/3/2398892d-28e9-4009-81ec-0d544af79d2b.jpg?1783939333,
bd3d4b4b-cf31-4f89-8140-9650edb03c7b,Ancient Tomb,0.0,Land,False,True,https://cards.scryfall.io/normal/front/b/d/bd3d4b4b-cf31-4f89-8140-9650edb03c7b.jpg?1783933762,https://cards.scryfall.io/small/front/b/d/bd3d4b4b-cf31-4f89-8140-9650edb03c7b.jpg?1783933762,
4c732dc7-dd6b-4cc1-bbe0-ff3b1d2c7419,Animate Dead,2.0,Enchantment — Aura,False,False,https://cards.scryfall.io/normal/front/4/c/4c732dc7-dd6b-4cc1-bbe0-ff3b1d2c7419.jpg?1783926581,https://cards.scryfall.io/small/front/4/c/4c732dc7-dd6b-4cc1-bbe0-ff3b1d2c7419.jpg?1783926581,
b0c5728e-43e7-417a-ba18-5038345cec67,Arcane Denial,2.0,Instant,False,False,https://cards.scryfall.io/normal/front/b/0/b0c5728e-43e7-417a-ba18-5038345cec67.jpg?1783947197,https://cards.scryfall.io/small/front/b/0/b0c5728e-43e7-417a-ba18-5038345cec67.jpg?1783947197,
93f99e67-901f-4c8d-8a09-e443b7eb928f,Archangel Elspeth,4.0,Legendary Planeswalker — Elspeth,False,False,https://cards.scryfall.io/normal/front/9/3/93f99e67-901f-4c8d-8a09-e443b7eb928f.jpg?1783916908,https://cards.scryfall.io/small/front/9/3/93f99e67-901f-4c8d-8a09-e443b7eb928f.jpg?1783916908,
1be9d9a4-d7ee-4854-abc2-85cabf993ec9,Archon of Cruelty,8.0,Creature — Archon,True,False,https://cards.scryfall.io/normal/front/1/b/1be9d9a4-d7ee-4854-abc2-85cabf993ec9.jpg?1783926865,https://cards.scryfall.io/small/front/1/b/1be9d9a4-d7ee-4854-abc2-85cabf993ec9.jpg?1783926865,
16c8d2fa-54a7-46e8-980c-905258497c90,Arid Mesa,0.0,Land,False,True,https://cards.scryfall.io/normal/front/1/6/16c8d2fa-54a7-46e8-980c-905258497c90.jpg?1783942125,https://cards.scryfall.io/small/front/1/6/16c8d2fa-54a7-46e8-980c-905258497c90.jpg?1783942125,
906b6e99-128f-4c11-8daf-16099d35b0d4,Assassin's Trophy,2.0,Instant,False,False,https://cards.scryfall.io/normal/front/9/0/906b6e99-128f-4c11-8daf-16099d35b0d4.jpg?1783934143,https://cards.scryfall.io/small/front/9/0/906b6e99-128f-4c11-8daf-16099d35b0d4.jpg?1783934143,
bfa4e927-1d6f-4a64-9801-7d168a5ef3f6,Astrologian's Planisphere,2.0,Artifact — Equipment,False,False,https://cards.scryfall.io/normal/front/b/f/bfa4e927-1d6f-4a64-9801-7d168a5ef3f6.jpg?1783906640,https://cards.scryfall.io/small/front/b/f/bfa4e927-1d6f-4a64-9801-7d168a5ef3f6.jpg?1783906640,
4a1f905f-1d55-4d02-9d24-e58070793d3f,"Atraxa, Grand Unifier",7.0,Legendary Creature — Phyrexian Angel,True,False,https://cards.scryfall.io/normal/front/4/a/4a1f905f-1d55-4d02-9d24-e58070793d3f.jpg?1783918003,https://cards.scryfall.io/small/front/4/a/4a1f905f-1d55-4d02-9d24-e58070793d3f.jpg?1783918003,
c4fffacd-81c7-44b8-9b59-2c7210022c14,Augur of Autumn,3.0,Creature — Human Druid,True,False,https://cards.scryfall.io/normal/front/c/4/c4fffacd-81c7-44b8-9b59-2c7210022c14.jpg?1783905179,https://cards.scryfall.io/small/front/c/4/c4fffacd-81c7-44b8-9b59-2c7210022c14.jpg?1783905179,
7eb39e97-53c2-4df0-9fb3-a3d6a24ec41f,Avacyn's Pilgrim,1.0,Creature — Human Monk,True,False,https://cards.scryfall.io/normal/front/7/e/7eb39e97-53c2-4df0-9fb3-a3d6a24ec41f.jpg?1783940925,https://cards.scryfall.io/small/front/7/e/7eb39e97-53c2-4df0-9fb3-a3d6a24ec41f.jpg?1783940925,
d91a527d-51f1-4fb1-9016-fc923fd43a6a,Azorius Signet,2.0,Artifact,False,False,https://cards.scryfall.io/normal/front/d/9/d91a527d-51f1-4fb1-9016-fc923fd43a6a.jpg?1783943383,https://cards.scryfall.io/small/front/d/9/d91a527d-51f1-4fb1-9016-fc923fd43a6a.jpg?1783943383,
340c5799-4964-44dd-8c48-8f3f3aba5211,Badgermole Cub,2.0,Creature — Badger Mole,True,False,https://cards.scryfall.io/normal/front/3/4/340c5799-4964-44dd-8c48-8f3f3aba5211.jpg?1786399172,https://cards.scryfall.io/small/front/3/4/340c5799-4964-44dd-8c48-8f3f3aba5211.jpg?1786399172,
377cee38-e769-47b0-abd5-0f528600f36a,Badlands,0.0,Land — Swamp Mountain,False,True,https://cards.scryfall.io/normal/front/3/7/377cee38-e769-47b0-abd5-0f528600f36a.jpg?1783947955,https://cards.scryfall.io/small/front/3/7/377cee38-e769-47b0-abd5-0f528600f36a.jpg?1783947955,
ce648aa3-098b-4af0-a433-fd290bc85904,Balance,2.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/c/e/ce648aa3-098b-4af0-a433-fd290bc85904.jpg?1783937636,https://cards.scryfall.io/small/front/c/e/ce648aa3-098b-4af0-a433-fd290bc85904.jpg?1783937636,
35f1a6ba-e46f-44fb-93f4-fb883d677b36,Baleful Mastery,4.0,Instant,False,False,https://cards.scryfall.io/normal/front/3/5/35f1a6ba-e46f-44fb-93f4-fb883d677b36.jpg?1783927370,https://cards.scryfall.io/small/front/3/5/35f1a6ba-e46f-44fb-93f4-fb883d677b36.jpg?1783927370,
06cb1bd6-73e0-4104-b344-4bc52d7dcedf,Baleful Strix,2.0,Artifact Creature — Bird,True,False,https://cards.scryfall.io/normal/front/0/6/06cb1bd6-73e0-4104-b344-4bc52d7dcedf.jpg?1783936138,https://cards.scryfall.io/small/front/0/6/06cb1bd6-73e0-4104-b344-4bc52d7dcedf.jpg?1783936138,
2c723fc9-d5c9-4126-a9a6-f80c247a4b6b,Baloth Prime,4.0,Creature — Beast,True,False,https://cards.scryfall.io/normal/front/2/c/2c723fc9-d5c9-4126-a9a6-f80c247a4b6b.jpg?1783906064,https://cards.scryfall.io/small/front/2/c/2c723fc9-d5c9-4126-a9a6-f80c247a4b6b.jpg?1783906064,
cea3b218-0e6e-443a-84f7-380f1021e8e1,Barrowgoyf,3.0,Creature — Lhurgoyf,True,False,https://cards.scryfall.io/normal/front/c/e/cea3b218-0e6e-443a-84f7-380f1021e8e1.jpg?1783911410,https://cards.scryfall.io/small/front/c/e/cea3b218-0e6e-443a-84f7-380f1021e8e1.jpg?1783911410,
b90331d4-74f0-43bf-8ed2-f8616d782859,Basalt Monolith,3.0,Artifact,False,False,https://cards.scryfall.io/normal/front/b/9/b90331d4-74f0-43bf-8ed2-f8616d782859.jpg?1783936219,https://cards.scryfall.io/small/front/b/9/b90331d4-74f0-43bf-8ed2-f8616d782859.jpg?1783936219,
b7f16fdf-a3f5-462d-a64a-789d893b6ef5,Batterskull,5.0,Artifact — Equipment,False,False,https://cards.scryfall.io/normal/front/b/7/b7f16fdf-a3f5-462d-a64a-789d893b6ef5.jpg?1783930118,https://cards.scryfall.io/small/front/b/7/b7f16fdf-a3f5-462d-a64a-789d893b6ef5.jpg?1783930118,
17db2b6a-eaa8-4a08-9e86-370bbd058574,Bayou,0.0,Land — Swamp Forest,False,True,https://cards.scryfall.io/normal/front/1/7/17db2b6a-eaa8-4a08-9e86-370bbd058574.jpg?1783948597,https://cards.scryfall.io/small/front/1/7/17db2b6a-eaa8-4a08-9e86-370bbd058574.jpg?1783948597,
ff37b863-f8c4-4584-8cc2-ac0e096e583f,Bazaar of Baghdad,0.0,Land,False,True,https://cards.scryfall.io/normal/front/f/f/ff37b863-f8c4-4584-8cc2-ac0e096e583f.jpg?1783948377,https://cards.scryfall.io/small/front/f/f/ff37b863-f8c4-4584-8cc2-ac0e096e583f.jpg?1783948377,
fc310a26-b6a0-4e42-98ab-bdfd7b06cb63,"Beza, the Bounding Spring",4.0,Legendary Creature — Elemental Elk,True,False,https://cards.scryfall.io/normal/front/f/c/fc310a26-b6a0-4e42-98ab-bdfd7b06cb63.jpg?1783910866,https://cards.scryfall.io/small/front/f/c/fc310a26-b6a0-4e42-98ab-bdfd7b06cb63.jpg?1783910866,
6f11029a-b24d-4248-834f-b852b56857f6,Biogenic Ooze,5.0,Creature — Ooze,True,False,https://cards.scryfall.io/normal/front/6/f/6f11029a-b24d-4248-834f-b852b56857f6.jpg?1783933671,https://cards.scryfall.io/small/front/6/f/6f11029a-b24d-4248-834f-b852b56857f6.jpg?1783933671,
01e7b0bc-1c6c-48f4-8b72-1a809f536c6c,Birds of Paradise,1.0,Creature — Bird,True,False,https://cards.scryfall.io/normal/front/0/1/01e7b0bc-1c6c-48f4-8b72-1a809f536c6c.jpg?1783948304,https://cards.scryfall.io/small/front/0/1/01e7b0bc-1c6c-48f4-8b72-1a809f536c6c.jpg?1783948304,
b768efa2-e56b-4a7e-ace8-d673f10e0714,Birthing Pod,4.0,Artifact,False,False,https://cards.scryfall.io/normal/front/b/7/b768efa2-e56b-4a7e-ace8-d673f10e0714.jpg?1783941303,https://cards.scryfall.io/small/front/b/7/b768efa2-e56b-4a7e-ace8-d673f10e0714.jpg?1783941303,
4820d223-4ea1-4850-931c-3d2ab5eb003b,Birthing Ritual,2.0,Enchantment,False,False,https://cards.scryfall.io/normal/front/4/8/4820d223-4ea1-4850-931c-3d2ab5eb003b.jpg?1783911264,https://cards.scryfall.io/small/front/4/8/4820d223-4ea1-4850-931c-3d2ab5eb003b.jpg?1783911264,
345a1c80-41d6-43b1-83ab-1aa56dd06b1b,Bitter Reunion,2.0,Enchantment,False,False,https://cards.scryfall.io/normal/front/3/4/345a1c80-41d6-43b1-83ab-1aa56dd06b1b.jpg?1783920075,https://cards.scryfall.io/small/front/3/4/345a1c80-41d6-43b1-83ab-1aa56dd06b1b.jpg?1783920075,
05bdd22c-3e11-4c29-bdfa-d3dfc0e90a9f,Bitter Triumph,2.0,Instant,False,False,https://cards.scryfall.io/normal/front/0/5/05bdd22c-3e11-4c29-bdfa-d3dfc0e90a9f.jpg?1783913783,https://cards.scryfall.io/small/front/0/5/05bdd22c-3e11-4c29-bdfa-d3dfc0e90a9f.jpg?1783913783,
7127164d-f2a3-4d79-b6db-93507ff5ab47,Bitterbloom Bearer,2.0,Creature — Faerie Rogue,True,False,https://cards.scryfall.io/normal/front/7/1/7127164d-f2a3-4d79-b6db-93507ff5ab47.jpg?1783904470,https://cards.scryfall.io/small/front/7/1/7127164d-f2a3-4d79-b6db-93507ff5ab47.jpg?1783904470,
bd8fa327-dd41-4737-8f19-2cf5eb1f7cdd,Black Lotus,0.0,Artifact,False,False,https://cards.scryfall.io/normal/front/b/d/bd8fa327-dd41-4737-8f19-2cf5eb1f7cdd.jpg?1783939332,https://cards.scryfall.io/small/front/b/d/bd8fa327-dd41-4737-8f19-2cf5eb1f7cdd.jpg?1783939332,
18adbda4-8d36-47cd-afbc-c785aaa8ed80,Blightsteel Colossus,12.0,Artifact Creature — Phyrexian Golem,True,False,https://cards.scryfall.io/normal/front/1/8/18adbda4-8d36-47cd-afbc-c785aaa8ed80.jpg?1783930118,https://cards.scryfall.io/small/front/1/8/18adbda4-8d36-47cd-afbc-c785aaa8ed80.jpg?1783930118,
1716b4dd-9045-462b-b053-72de450a8cde,Blood Crypt,0.0,Land — Swamp Mountain,False,True,https://cards.scryfall.io/normal/front/1/7/1716b4dd-9045-462b-b053-72de450a8cde.jpg?1783927084,https://cards.scryfall.io/small/front/1/7/1716b4dd-9045-462b-b053-72de450a8cde.jpg?1783927084,
059e8447-6b1c-4651-a734-a8fea2cbf7b2,Bloodchief's Thirst,1.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/0/5/059e8447-6b1c-4651-a734-a8fea2cbf7b2.jpg?1783929380,https://cards.scryfall.io/small/front/0/5/059e8447-6b1c-4651-a734-a8fea2cbf7b2.jpg?1783929380,
68c72226-6f52-4322-8b14-18737293dfa0,Bloodstained Mire,0.0,Land,False,True,https://cards.scryfall.io/normal/front/6/8/68c72226-6f52-4322-8b14-18737293dfa0.jpg?1783945030,https://cards.scryfall.io/small/front/6/8/68c72226-6f52-4322-8b14-18737293dfa0.jpg?1783945030,
f0192cf7-3391-4720-b9c8-72dec5dde01e,Bloodtithe Harvester,2.0,Creature — Vampire,True,False,https://cards.scryfall.io/normal/front/f/0/f0192cf7-3391-4720-b9c8-72dec5dde01e.jpg?1783924794,https://cards.scryfall.io/small/front/f/0/f0192cf7-3391-4720-b9c8-72dec5dde01e.jpg?1783924794,
d2124603-d20e-40eb-97f0-a66323397ac2,Bolas's Citadel,6.0,Legendary Artifact,False,False,https://cards.scryfall.io/normal/front/d/2/d2124603-d20e-40eb-97f0-a66323397ac2.jpg?1783933451,https://cards.scryfall.io/small/front/d/2/d2124603-d20e-40eb-97f0-a66323397ac2.jpg?1783933451,
1ee98955-4c47-4d45-9377-608dfa755337,Bone Shards,1.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/1/e/1ee98955-4c47-4d45-9377-608dfa755337.jpg?1783926865,https://cards.scryfall.io/small/front/1/e/1ee98955-4c47-4d45-9377-608dfa755337.jpg?1783926865,
09fd2d9c-1793-4beb-a3fb-7a869f660cd4,Bonecrusher Giant // Stomp,3.0,Creature — Giant // Instant — Adventure,True,False,https://cards.scryfall.io/normal/front/0/9/09fd2d9c-1793-4beb-a3fb-7a869f660cd4.jpg?1783932628,https://cards.scryfall.io/small/front/0/9/09fd2d9c-1793-4beb-a3fb-7a869f660cd4.jpg?1783932628,
0055ea30-20fb-4324-a632-8fed87628f05,"Boseiju, Who Endures",0.0,Legendary Land,False,True,https://cards.scryfall.io/normal/front/0/0/0055ea30-20fb-4324-a632-8fed87628f05.jpg?1783923761,https://cards.scryfall.io/small/front/0/0/0055ea30-20fb-4324-a632-8fed87628f05.jpg?1783923761,
b277752b-430a-4f09-8a98-b72f813dd52e,Bountiful Landscape,0.0,Land,False,True,https://cards.scryfall.io/normal/front/b/2/b277752b-430a-4f09-8a98-b72f813dd52e.jpg?1783911240,https://cards.scryfall.io/small/front/b/2/b277752b-430a-4f09-8a98-b72f813dd52e.jpg?1783911240,
3a2d7cf9-dddb-4de3-b4f2-c52e3ec8fb4b,Brain Freeze,2.0,Instant,False,False,https://cards.scryfall.io/normal/front/3/a/3a2d7cf9-dddb-4de3-b4f2-c52e3ec8fb4b.jpg?1783939313,https://cards.scryfall.io/small/front/3/a/3a2d7cf9-dddb-4de3-b4f2-c52e3ec8fb4b.jpg?1783939313,
0359f212-9564-41a9-870b-d2c57455a695,Brainstorm,1.0,Instant,False,False,https://cards.scryfall.io/normal/front/0/3/0359f212-9564-41a9-870b-d2c57455a695.jpg?1783927566,https://cards.scryfall.io/small/front/0/3/0359f212-9564-41a9-870b-d2c57455a695.jpg?1783927566,
c2089ec9-0665-448f-bfe9-d181de127814,Brazen Borrower // Petty Theft,3.0,Creature — Faerie Rogue // Instant — Adventure,True,False,https://cards.scryfall.io/normal/front/c/2/c2089ec9-0665-448f-bfe9-d181de127814.jpg?1783932663,https://cards.scryfall.io/small/front/c/2/c2089ec9-0665-448f-bfe9-d181de127814.jpg?1783932663,
19477aca-b8db-4061-9a78-ebb189a9df22,Breeding Pool,0.0,Land — Forest Island,False,True,https://cards.scryfall.io/normal/front/1/9/19477aca-b8db-4061-9a78-ebb189a9df22.jpg?1783927082,https://cards.scryfall.io/small/front/1/9/19477aca-b8db-4061-9a78-ebb189a9df22.jpg?1783927082,
52eef0d6-24b7-40b7-8403-e8e863d0cd55,"Bristly Bill, Spine Sower",2.0,Legendary Creature — Plant Druid,True,False,https://cards.scryfall.io/normal/front/5/2/52eef0d6-24b7-40b7-8403-e8e863d0cd55.jpg?1783911810,https://cards.scryfall.io/small/front/5/2/52eef0d6-24b7-40b7-8403-e8e863d0cd55.jpg?1783911810,
9721f8da-39ed-4ada-a571-61e08a86032b,Broadside Bombardiers,3.0,Creature — Goblin Pirate,True,False,https://cards.scryfall.io/normal/front/9/7/9721f8da-39ed-4ada-a571-61e08a86032b.jpg?1783913908,https://cards.scryfall.io/small/front/9/7/9721f8da-39ed-4ada-a571-61e08a86032b.jpg?1783913908,
2dc16614-5cf8-444d-a5ae-cac25018af68,Burst Lightning,1.0,Instant,False,False,https://cards.scryfall.io/normal/front/2/d/2dc16614-5cf8-444d-a5ae-cac25018af68.jpg?1783942147,https://cards.scryfall.io/small/front/2/d/2dc16614-5cf8-444d-a5ae-cac25018af68.jpg?1783942147,
f20015ad-8fda-498f-ac28-1ffb824ab480,Caldaia Guardian,4.0,Creature — Human Soldier,True,False,https://cards.scryfall.io/normal/front/f/2/f20015ad-8fda-498f-ac28-1ffb824ab480.jpg?1783923357,https://cards.scryfall.io/small/front/f/2/f20015ad-8fda-498f-ac28-1ffb824ab480.jpg?1783923357,
dea15b53-2940-40e7-8d48-8ec11341da83,Careful Study,1.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/d/e/dea15b53-2940-40e7-8d48-8ec11341da83.jpg?1783945264,https://cards.scryfall.io/small/front/d/e/dea15b53-2940-40e7-8d48-8ec11341da83.jpg?1783945264,
2ef878cb-27b6-47d8-ad11-bd20529b0e7e,Cast into the Fire,2.0,Instant,False,False,https://cards.scryfall.io/normal/front/2/e/2ef878cb-27b6-47d8-ad11-bd20529b0e7e.jpg?1783916289,https://cards.scryfall.io/small/front/2/e/2ef878cb-27b6-47d8-ad11-bd20529b0e7e.jpg?1783916289,
a8069994-b103-40dc-9e14-062004914ec8,Cathar Commando,2.0,Creature — Human Soldier,True,False,https://cards.scryfall.io/normal/front/a/8/a8069994-b103-40dc-9e14-062004914ec8.jpg?1783924473,https://cards.scryfall.io/small/front/a/8/a8069994-b103-40dc-9e14-062004914ec8.jpg?1783924473,
b045c28a-39f9-4cd9-8f3a-a626b697f409,Cathartic Pyre,2.0,Instant,False,False,https://cards.scryfall.io/normal/front/b/0/b045c28a-39f9-4cd9-8f3a-a626b697f409.jpg?1783925603,https://cards.scryfall.io/small/front/b/0/b045c28a-39f9-4cd9-8f3a-a626b697f409.jpg?1783925603,
e9a268ba-c442-4fe4-90b4-2810c8474f4e,Caustic Bronco,2.0,Creature — Snake Horse Mount,True,False,https://cards.scryfall.io/normal/front/e/9/e9a268ba-c442-4fe4-90b4-2810c8474f4e.jpg?1783911835,https://cards.scryfall.io/small/front/e/9/e9a268ba-c442-4fe4-90b4-2810c8474f4e.jpg?1783911835,
bdb41396-5008-4a5f-92ca-54ecac42e926,Cave of the Frost Dragon,0.0,Land,False,True,https://cards.scryfall.io/normal/front/b/d/bdb41396-5008-4a5f-92ca-54ecac42e926.jpg?1783926436,https://cards.scryfall.io/small/front/b/d/bdb41396-5008-4a5f-92ca-54ecac42e926.jpg?1783926436,
026e7167-d665-43d0-a51e-8df2d68cdb5e,"Cecil, Dark Knight // Cecil, Redeemed Paladin",1.0,Legendary Creature — Human Knight // Legendary Creature — Human Knight,True,False,https://cards.scryfall.io/normal/front/0/2/026e7167-d665-43d0-a51e-8df2d68cdb5e.jpg?1783906631,https://cards.scryfall.io/small/front/0/2/026e7167-d665-43d0-a51e-8df2d68cdb5e.jpg?1783906631,
89af0f45-c11c-4f13-9950-b1489440ee5b,Chain Lightning,1.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/8/9/89af0f45-c11c-4f13-9950-b1489440ee5b.jpg?1783937583,https://cards.scryfall.io/small/front/8/9/89af0f45-c11c-4f13-9950-b1489440ee5b.jpg?1783937583,
54e0c2cd-fa5f-427d-8e15-6066f002a8e3,Chainsaw,2.0,Artifact — Equipment,False,False,https://cards.scryfall.io/normal/front/5/4/54e0c2cd-fa5f-427d-8e15-6066f002a8e3.jpg?1783909471,https://cards.scryfall.io/small/front/5/4/54e0c2cd-fa5f-427d-8e15-6066f002a8e3.jpg?1783909471,
c7bbb911-9de2-455d-9677-e1004db65dbd,"Chandra, Torch of Defiance",4.0,Legendary Planeswalker — Chandra,False,False,https://cards.scryfall.io/normal/front/c/7/c7bbb911-9de2-455d-9677-e1004db65dbd.jpg?1783930751,https://cards.scryfall.io/small/front/c/7/c7bbb911-9de2-455d-9677-e1004db65dbd.jpg?1783930751,
ce54c7c1-3401-4414-8da0-5846cb0ae1b4,Channel,2.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/c/e/ce54c7c1-3401-4414-8da0-5846cb0ae1b4.jpg?1783935522,https://cards.scryfall.io/small/front/c/e/ce54c7c1-3401-4414-8da0-5846cb0ae1b4.jpg?1783935522,
1c0f2873-5849-4cab-855a-2fbbc41dbb6c,Chaos Defiler,5.0,Artifact Creature — Demon Construct,True,False,https://cards.scryfall.io/normal/front/1/c/1c0f2873-5849-4cab-855a-2fbbc41dbb6c.jpg?1783920860,https://cards.scryfall.io/small/front/1/c/1c0f2873-5849-4cab-855a-2fbbc41dbb6c.jpg?1783920860,
dcb94950-3f3e-4876-84f8-d5e4d9cfecee,Charming Prince,2.0,Creature — Human Noble,True,False,https://cards.scryfall.io/normal/front/d/c/dcb94950-3f3e-4876-84f8-d5e4d9cfecee.jpg?1783932677,https://cards.scryfall.io/small/front/d/c/dcb94950-3f3e-4876-84f8-d5e4d9cfecee.jpg?1783932677,
c8090bcf-e17a-4110-a518-77ccd045b18f,Charming Scoundrel,2.0,Creature — Human Rogue,True,False,https://cards.scryfall.io/normal/front/c/8/c8090bcf-e17a-4110-a518-77ccd045b18f.jpg?1783915097,https://cards.scryfall.io/small/front/c/8/c8090bcf-e17a-4110-a518-77ccd045b18f.jpg?1783915097,
1a6f256b-943e-4cfb-9fc9-d1ded68b5f97,Chart a Course,2.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/1/a/1a6f256b-943e-4cfb-9fc9-d1ded68b5f97.jpg?1783930458,https://cards.scryfall.io/small/front/1/a/1a6f256b-943e-4cfb-9fc9-d1ded68b5f97.jpg?1783930458,
1d7a1357-debd-49b0-9fd5-560d5b3f589e,Chromatic Star,1.0,Artifact,False,False,https://cards.scryfall.io/normal/front/1/d/1d7a1357-debd-49b0-9fd5-560d5b3f589e.jpg?1783943199,https://cards.scryfall.io/small/front/1/d/1d7a1357-debd-49b0-9fd5-560d5b3f589e.jpg?1783943199,
febaaeae-5c0d-45fa-8169-b27b4996f18e,Chrome Host Seedshark,3.0,Creature — Phyrexian Shark,True,False,https://cards.scryfall.io/normal/front/f/e/febaaeae-5c0d-45fa-8169-b27b4996f18e.jpg?1783917040,https://cards.scryfall.io/small/front/f/e/febaaeae-5c0d-45fa-8169-b27b4996f18e.jpg?1783917040,
6a058e68-70af-4a64-859c-c881e5578368,Chrome Mox,0.0,Artifact,False,False,https://cards.scryfall.io/normal/front/6/a/6a058e68-70af-4a64-859c-c881e5578368.jpg?1783944526,https://cards.scryfall.io/small/front/6/a/6a058e68-70af-4a64-859c-c881e5578368.jpg?1783944526,
ce5dd2c1-b6e0-4914-b5c9-7dd451c29e22,Chthonian Nightmare,2.0,Enchantment,False,False,https://cards.scryfall.io/normal/front/c/e/ce5dd2c1-b6e0-4914-b5c9-7dd451c29e22.jpg?1783911283,https://cards.scryfall.io/small/front/c/e/ce5dd2c1-b6e0-4914-b5c9-7dd451c29e22.jpg?1783911283,
