card_id,card_name
b83cfbaa-7890-4f6f-878b-4edb45677371,Skyclave Apparition
1bd3fa8a-6c50-4f7f-9ae3-0810eec5e3db,Reprieve
df3784d4-80cd-4f78-afb3-d61f3bab5b2c,Zealous Conscripts
0d16e8e0-31b2-4389-afd6-783c501f6fa0,"Ajani, Nacatl Pariah // Ajani, Nacatl Avenger"
0a26d900-c652-4f9c-8681-a35c5f8b1937,Sacred Foundry
a3bb2881-e8fb-4fba-a9f9-d93e6ca24378,"Laelia, the Blade Reforged"
0ad38866-fc5f-4f62-89c1-afc0f50765aa,Novice Inspector
fa7a55aa-ae61-4933-b7a4-dcc55dac6fcd,"Inti, Seneschal of the Sun"
78cef262-c753-4658-b3ec-fec8db47f944,Palace Jailer
005dae9a-dddc-4a11-95bb-cce319edcce4,Skullclamp
3d8ca18d-9099-4f1e-95c1-f04da58a26bd,"Gut, True Soul Zealot"
96b6b2e1-c3e6-464c-8a13-b15deb34e862,Aetherflux Reservoir
641b21e1-9188-4bc3-96e8-cda2acbc5ed5,Time Spiral
c8090bcf-e17a-4110-a518-77ccd045b18f,Charming Scoundrel
0e51d796-7279-4c06-87f0-37adbdaa41df,Underworld Breach
a1febcf1-afa4-4406-9ac1-5bf98b2765d2,Time Walk
94c6fdd8-21e7-48ae-aa05-a3666b928c1a,Timetwister
187b6719-e5ed-4615-a00b-3313ceca055b,Currency Converter
758f95f8-bcb0-43ae-b474-56ebd855951e,Lion's Eye Diamond
18f23daa-bc59-456a-8a28-3823e51bc74b,Night's Whisper
1716b4dd-9045-462b-b053-72de450a8cde,Blood Crypt
1571b584-9007-45ee-a3c3-6c72f227fee2,Mystical Tutor
0359f212-9564-41a9-870b-d2c57455a695,Brainstorm
6a058e68-70af-4a64-859c-c881e5578368,Chrome Mox
fadb218d-29e2-42d1-a7a1-1066741d63ad,Mox Diamond
37dbe1a3-3c44-452b-9fb9-37f5d793d0b5,Memory Jar
33ca68a6-474e-4d86-bffa-ee4bddb4a3cf,Fellwar Stone
5a10b543-d5d4-42a8-9ee8-dada59a2ad7e,"Saheeli, Sublime Artificer"
68841ca8-a043-4f30-9a17-e983ed960bc2,Demonic Tutor
1453f92e-df2d-4789-aa1b-a5b5c51567d4,Preordain
068bb15a-fc2d-42a2-859b-837b946d23c0,Underground Sea
ed0216a0-c5c9-4a99-b869-53e4d0256326,Mox Pearl
3a2d7cf9-dddb-4de3-b4f2-c52e3ec8fb4b,Brain Freeze
f823be95-bef4-4e86-a924-239be62394bf,Izzet Signet
671c008a-8ff8-42d7-9e03-6d8a9ddace67,Faithless Looting
995486ce-58bb-4753-a812-0ca73ef1a235,Gitaxian Probe
4a08ca06-58db-4ce6-b490-be4bea8956a1,Sensei's Divining Top
504a69eb-3c2d-4bb1-b117-252b15acf0c2,Mana Confluence
ea7e7daf-7c06-4c74-8bcf-e42c1f611861,Virtue of Loyalty // Ardenvale Fealty
b34bf7fd-9fe3-43e2-8cfe-7ce7cff08afe,Stonecoil Serpent
0055ea30-20fb-4324-a632-8fed87628f05,"Boseiju, Who Endures"
52eef0d6-24b7-40b7-8403-e8e863d0cd55,"Bristly Bill, Spine Sower"
e58e681e-a069-4414-aafe-634c7987fd0d,Swords to Plowshares
f3537373-ef54-4578-9d05-6216420ee349,Esper Sentinel
0aa3a844-97e6-4f5d-a36f-56fea4e06932,Manglehorn
15c34f32-49d9-4a0d-83b2-28172f54fdd1,Crop Rotation
00f9955f-a522-47bf-b064-92dd21a76b18,Solemn Simulacrum
93f99e67-901f-4c8d-8a09-e443b7eb928f,Archangel Elspeth
1163fe84-c5d5-42c8-b7cd-d206a9b0bd3f,Tireless Provisioner
205df311-a72d-40f1-b2ea-9b30274bc9bd,Knight of the Reliquary
7aa37f85-5336-4372-97a2-9c8b00798c7a,Tough Cookie
d7a8cc1d-aabb-4eb6-b0f1-6c93ec246f61,Court of Garenbrig
2b9b0195-beda-403e-bc27-7ae3be9f318c,Temple Garden
45026d57-0324-4312-8b86-2e7d4f581ee9,Marsh Flats
3462a3d0-5552-49fa-9eb7-100960c55891,"Oko, Thief of Crowns"
b689a206-aec3-4a31-95cf-3d4b840db04c,Securitron Squadron
54a3ea87-005e-4985-b2a5-21711d0b71c0,Springheart Nantuko
41e108a5-4e2f-42cf-9ea1-87bf3c0a2b7f,"Nissa, Who Shakes the World"
29148d7e-b398-4e19-a29e-d9a660ad5016,Mirage Mirror
cc520518-2063-4b57-a0d4-10cf62a7175e,Zagoth Triome
74d29b3d-f588-431d-bf4e-f7215683ab39,Tangle Wire
01e7b0bc-1c6c-48f4-8b72-1a809f536c6c,Birds of Paradise
207d5f12-fbc6-4c75-9d84-fd2f0023fbd0,Sneak Attack
b7f16fdf-a3f5-462d-a64a-789d893b6ef5,Batterskull
97b9bab9-12ee-4da5-9d53-d0b82d9279cd,Pyrite Spellbomb
162018eb-5483-4fa2-9c5a-abb639eecf91,"Kiki-Jiki, Mirror Breaker"
24c0d87b-0049-4beb-b9cb-6f813b7aa7dc,Fable of the Mirror-Breaker // Reflection of Kiki-Jiki
2ef878cb-27b6-47d8-ad11-bd20529b0e7e,Cast into the Fire
568dd5a6-86f4-4039-87d7-812120c8ab94,Triplicate Titan
bce84a87-093a-42de-9696-8c3250e0f33b,Goblin Rabblemaster
fa87bf1e-2062-4983-b1c4-98bffea69a4c,Pyrogoyf
4c6cf93a-d073-48ac-88db-c46bf3e10beb,Generous Plunderer
0d60eabe-b281-4eba-9c26-287364ed2067,Earthshaker Khenra
0ecbe097-ba51-42e5-957c-382eb66c08f0,Robber of the Rich
5a077de0-1893-40d0-a499-ee2e6e2258f1,Legion Extruder
2f8f22fb-7291-4517-9b15-e98501f2856b,Splinter Twin
86ecaedc-08f1-4de7-aae8-056df57940e0,Goblin Cratermaker
aaae15dd-11b6-4421-99e9-365c7fe4a5d6,Embercleave
cda40e31-ba99-4565-ad92-7c687ff44bd9,"Daretti, Scrap Savant"
24da9431-7e52-44f5-bc18-2f2d8a4ca81e,Abrade
9721f8da-39ed-4ada-a571-61e08a86032b,Broadside Bombardiers
7054012b-4f9d-44a0-aaf9-7fd3bddc7b2d,Slickshot Show-Off
68c72226-6f52-4322-8b14-18737293dfa0,Bloodstained Mire
09fd2d9c-1793-4beb-a3fb-7a869f660cd4,Bonecrusher Giant // Stomp
87cc2855-6b14-44dd-a398-7dc2bbae081f,Kaldra Compleat
80fca8c0-ae3e-439e-b202-228b9f360e9a,Portable Hole
729daf0e-b822-41bd-a908-ca8ec34032f0,Tropical Island
19477aca-b8db-4061-9a78-ebb189a9df22,Breeding Pool
5cb76266-ae50-4bbc-8f96-d98f309b02d3,"Teferi, Time Raveler"
7d48d622-f397-4f31-b1a5-0c23f60aa71c,Mana Tithe
866b7fd4-86e3-4b42-b1ea-33bad0db1f9f,Prismari Command
0c0e7131-db26-448d-afda-f48337a026f0,Pyroclasm
26d40e03-6de4-4373-9fbf-04c1dd79e995,Jetmir's Garden
fe30c0ff-f74b-456a-a61e-3720d84d713f,Parallax Wave
0e9aeaa8-9a75-4719-992f-cbb316f72175,Savannah
24a5cc2c-0fbf-4a5f-b175-6e0ffd0d0787,Misty Rainforest
7eb39e97-53c2-4df0-9fb3-a3d6a24ec41f,Avacyn's Pilgrim
b256ddc8-8b12-434c-a610-1a872e948f2f,White Plume Adventurer
006d2bf1-20f7-4b09-8d98-8233d91682bd,Flame Slash
7c024bae-5631-4e20-ac69-df392ac9e109,Orcish Bowmasters
5b8ba842-c662-4686-bca3-93ddb7fa11a6,Mother of Runes
60d0e6a6-629a-45a7-bfcb-25ba7156788b,Elvish Mystic
825969b9-3c70-4fca-8cab-696e9ca7cdb2,Prismatic Ending
59faa45d-868b-4bc7-934c-0e077642e129,Loran of the Third Path
079e6263-e54c-4899-a336-5315909b9322,"Magda, Brazen Outlaw"
af7091c9-5f98-4078-a42b-c9e057346d9b,Hallowed Fountain
672b9b16-daef-44e6-9a3a-cfd9f3c78bc7,Pentad Prism
928036c9-11b8-493e-b9f2-8fbd3487cd19,"Minsc & Boo, Timeless Heroes"
01006833-6007-4c16-9ebb-20d31c60a57a,Taiga
bbec97ff-bb84-4496-9e09-d4fc1570c516,Mawloc
6989018c-37b1-4282-a4af-9cc97f160b4d,Oliphaunt
1e3e8085-cfcd-4e88-b441-4d1f8ac63904,Forth Eorlingas!
49bb0ad3-1082-41f1-82a4-52a4006cc9b6,"Leovold, Emissary of Trest"
17db2b6a-eaa8-4a08-9e86-370bbd058574,Bayou
5eccf31d-869d-4003-a92b-71b4f4b479ee,Strix Serenade
4acf970d-d2d7-413d-aba7-587ee53d8d5c,Stomping Ground
6171e136-1167-4329-acb2-6853d3a814e5,Goblin Welder
bf4b9a8a-b42a-46fb-b0d0-9cf800f63c8a,"Emry, Lurker of the Loch"
d2e27911-87cb-49a0-a34f-6afe4bddd592,Phyrexian Metamorph
9e7fb3c0-5159-4d1f-8490-ce4c9a60f567,"Urza, Lord High Artificer"
5da578b8-19e6-4068-9336-e7cd33c585f1,Retrofitter Foundry
3b214b6f-4734-4200-8467-92d7e3469b5d,Tezzeret the Seeker
a55c4d47-5252-40af-961d-c08bc688028a,Goblin Engineer
fd99bce1-ce39-464b-8e61-2631eb3ed6f6,Tolarian Academy
ab9f6a1b-8467-4584-affd-8c71d3e34d2f,"Akal Pakal, First Among Equals"
4a0bb5dc-75a6-4bd6-81f8-611197fb0fba,Nettlecyst
0c3bc412-689f-4385-807b-ed60d6276d76,Grim Monolith
054f2276-2dd5-43da-bb26-c57c560861fe,Steam Vents
85a89077-b384-4fca-9d26-7297962c1541,Kappa Cannoneer
6be9b1d5-9ab8-4adb-ba54-2c0117e842fa,Mox Opal
7832abb5-5107-4603-904e-491b221bd3e3,Smuggler's Copter
31b770cc-09e7-4c0b-b2a4-462ab4f7200d,Expressive Iteration
1e2fee55-227b-4373-a3f7-b463f220033f,Tinker
32a180dd-9641-4546-8940-9b21084f0c71,Lightning Bolt
bb142d99-b210-47c8-897c-be62f90d2192,Mishra's Research Desk
329a8738-3e17-403a-857a-0ba529ce8cd1,Walking Ballista
ec59ed99-ce40-489a-b776-8874bec60393,Trash for Treasure
aced2c55-7543-4076-bcdd-36c4d649b8ae,Mox Emerald
5f608efc-0dbc-4cc3-aadd-ed473bfc29ab,Portal to Phyrexia
9a71531f-d4b6-4cc7-8193-b2f5bce33b21,Night Scythe
586a4c31-65c7-4c7f-b5f6-74b105b2a629,Trinket Mage
0324641d-af55-4c53-b4dc-c8262e967da5,Volcanic Island
e7b3ddca-69ef-4743-897b-57c58077db24,Time Warp
63c59228-c742-4abd-b4d7-9f7880190e95,Windswept Heath
58c1e824-c8a9-4312-8e4c-a29a26d189a4,"Ugin, the Spirit Dragon"
c86b8a75-9e31-4a44-95b8-c83b9a49646f,Ocelot Pride
6920c895-bc98-4871-a53f-219fa27a74e5,Occult Epiphany
45fd6e91-df76-497f-b642-33dc3d5f6a5a,Mox Ruby
16c8d2fa-54a7-46e8-980c-905258497c90,Arid Mesa
07a3d9e8-8597-498b-869c-cff79e0df516,"Karn, Scion of Urza"
19adde22-e5eb-4815-beb6-c520b3274cc9,Lotus Cobra
9417f14c-a853-42c6-a992-29139484260a,Ignoble Hierarch
8870ef0b-cb1f-463b-8509-fece4743d3d4,Ramunap Excavator
5d10b752-d9cb-419d-a5c4-d4ee1acb655e,"Teferi, Hero of Dominaria"
4e4fb50c-a81f-44d3-93c5-fa9a0b37f617,"Omnath, Locus of Creation"
b5aaaee0-9a61-45df-821e-cce516f8de6a,Old One Eye
441f8b2f-c8cb-4340-a92f-116c2276e906,Frantic Search
3e7da55c-7f05-46b2-aa3c-17f8d5df46bb,Scion of Draco
224d904a-5972-4152-878a-9a922e7a55b6,"Titania, Protector of Argoth"
4f84b838-b8f1-4b9a-a19f-479594f9d427,Qasali Pridemage
605c2218-9d12-4ac3-a721-fca590b89847,Karakas
1ac01fff-4de6-4783-9489-4127e25bc641,Prismatic Vista
716a44b4-f6b0-4f14-a270-6442aed3251f,"Raffine, Scheming Seer"
15faa763-b897-4e86-b094-73f3236291a9,Verdant Catacombs
4a706ecf-3277-40e3-871c-4ba4ead16e20,Wrenn and Six
99ff731b-8399-40c8-b539-ba6ba5783771,Wasteland
f83ed433-fae3-4fa5-acad-bb8a5b535ce3,Coveted Jewel
6151b583-3aa7-4be8-9d05-d5e53f19c6c9,Fastbond
89f5cc05-5d9d-4709-b3c5-a6249c294acc,Hexdrinker
ab1d1461-1625-4163-aacd-a939f4871fad,Staff of the Storyteller
3003d481-1b52-4aa9-bbdc-e948fbc8d49d,Sylvan Library
a3b1b58d-b7f1-404f-aec6-b19cef4bebbd,Unruly Krasis
0ce44270-a684-4489-9077-521456e6dfaa,Lórien Revealed
1a55c370-d396-4c73-8ee2-83dc4c124005,The Goose Mother
2a717b98-cdac-416d-bf6c-f6b6638e65d1,"Tamiyo, Inquisitive Student // Tamiyo, Seasoned Scholar"
0e606072-a3aa-4300-ba90-ec92a721fa76,"Jace, the Mind Sculptor"
1132218d-56cd-441e-9006-df3c50344491,Joraga Treespeaker
69af2825-18c2-4463-b6ba-42eaa070ccc1,"Grist, the Hunger Tide"
d40b65c1-b24d-492d-81b9-d8474ebdc08c,Sylvan Caryatid
94b67489-5eb0-4406-9bf3-27e50dc632eb,"Nadu, Winged Wisdom"
68924203-c3d9-41ce-8ca8-c6dd491eb3ca,Psychic Frog
4df8aabc-7fcb-4b7b-980b-18f499e6c170,Hullbreacher
139b90cd-8272-457a-be32-1298145345be,Watery Grave
327cf118-cc92-4073-85d0-94d2a0a6989a,Scalding Tarn
5f6927e1-c580-483a-8e2a-6e2deb74800e,Mox Jet
30377bf0-d9b1-4c14-8dde-f74b1e02d604,Gilded Goose
345fd005-5052-4500-a260-3649500e21f4,Mulldrifter
52d3005f-a1c7-4ef5-911f-ccc0752f4181,Faerie Mastermind
8c2996d9-3287-4480-8c04-7a378e37e3cf,Flooded Strand
ee8e9928-d9b2-4570-adb8-44b34115decd,Tireless Tracker
eeeffc0b-dc92-458e-ad58-86ff6077a508,Sentinel of the Nameless City
400382a4-aea2-4827-b06a-1b0b3745908b,Noble Hierarch
c2089ec9-0665-448f-bfe9-d181de127814,Brazen Borrower // Petty Theft
1ea179e9-9c0d-46c1-9ee8-60be68e1f79c,Thirst for Discovery
ff84ea71-e477-44f7-a3f8-77fef708efeb,Thieving Skydiver
985453e7-997e-4d77-a338-cc0290791ebe,Finale of Devastation
e41cf82d-3213-47ce-a015-6e51a8b07e4f,Questing Beast
a9225cc3-90f0-448f-a8d9-7c6c2796d077,Sheoldred's Edict
18bd50f2-c3ba-4217-a2d5-bb771e199706,Vampiric Tutor
c3896705-bbd2-4ffb-a590-ee78e0eabdc5,Long Goodbye
f9287151-95df-4f5a-b32a-4b0aea825452,Karn Liberated
ea1feac0-d3a7-45eb-9719-1cdaf51ea0b6,Mox Sapphire
6bbf7394-9b17-45f8-a25b-d865e8452b2c,Steamcore Scholar
e4e6794a-feeb-4fc8-a2ee-38c75c18aaae,Heartless Act
985bdb0c-ce6c-4506-8163-76f3b2fdf5fb,Lose Focus
4b4956a2-9a39-4152-9c98-70e4b2acfa26,Miscalculation
f1a21287-e244-4960-84fb-c4f6e5c346d9,Third Path Iconoclast
bd8fa327-dd41-4737-8f19-2cf5eb1f7cdd,Black Lotus
35f1a6ba-e46f-44fb-93f4-fb883d677b36,Baleful Mastery
29632951-3c3d-478c-8c5a-9a34f30a5c28,Dauthi Voidwalker
f05e9a3e-8a35-4687-85cb-e31b3927a5e2,Daze
33672990-4860-4aa6-ac1b-f9da66f5da59,Wurmcoil Engine
e9be371c-c688-44ad-ab71-bd4c9f242d58,Force of Negation
0c9a7cb0-5bff-48ff-b620-2838816ac9b5,Counterspell
98fb1eaa-2871-491a-a4f5-3e358778ba40,Mindslaver
5ad67b3c-cd5a-497b-8639-9b844e8d517a,Mind Twist
febaaeae-5c0d-45fa-8169-b27b4996f18e,Chrome Host Seedshark
7c884e1e-fecb-4330-b3de-5fc2a60f7173,Kolaghan's Command
162e81d3-6cd4-4cb8-8ed8-cfbd8d34ca71,Mind Stone
4cbdacc1-7a1b-4633-85f5-eb50c2bf406d,Snapcaster Mage
6efb6a69-562c-4d95-858d-b067444cfd7e,Palantír of Orthanc
a249b1f4-2b22-4b67-a207-e0c4ae95d2e1,Ketria Triome
3f3c77ad-fce8-4506-90e1-7ef71552a71c,Wheel of Fortune
416d2d51-8f29-4e95-b037-e8c32b081e6c,Mana Drain
8c39f9b4-02b9-4d44-b8d6-4fd02ebbb0c5,"Narset, Parter of Veils"
d67be074-cdd4-41d9-ac89-0a0456c4e4b2,"Sheoldred, the Apocalypse"
748e6a61-9c1f-4225-9f04-e54002f63ac3,Savai Triome
1af92296-455a-425e-9397-a96d09937767,Incinerate
3a9d1082-a862-45d4-9e5e-392e879fead6,Zuran Orb
a9738cda-adb1-47fb-9f4c-ecd930228c4d,"Ragavan, Nimble Pilferer"
5de097e5-e960-4404-a370-defe93ce892f,Oracle of Mul Daya
2bf2da97-3331-4614-b4ff-f03d061500a7,Fire Covenant
2605df98-0b02-4aab-bc36-01e93c693743,Territorial Kavu
39c431d7-d94b-46c4-bb89-f3db56214ab4,Elvish Reclaimer
819a513c-3be6-4bdc-8ba6-1f7326a8f3ea,Fiery Confluence
32e29c7d-ed4b-4eff-b3c2-d99e5b63ef8d,Sunfall
e16ab44e-4257-4c0c-b705-8ac1e9c1d835,Touch the Spirit Realm
3b6e5956-f795-451b-bb24-56462d1ced27,Umezawa's Jitte
3b5233ff-03bc-4053-9b49-c4185c2de38d,Restoration Angel
70719e7b-6f02-4c1a-9f11-79b2b0d9846a,Dust Animus
ebc01ab4-d89a-4d25-bf54-6aed33772f4b,Force of Will
1b6ef5f5-4058-4f89-a573-9e2da87a9f2e,Steel Seraph
bb9ad57f-cca2-4717-a951-cbe3c7782efe,Recruiter of the Guard
0596155d-8f83-40ca-be31-9a0df1ced65e,Wall of Omens
1daf4348-05c5-4c55-bcf2-c7bec7988bfc,Plateau
1a6f256b-943e-4cfb-9fc9-d1ded68b5f97,Chart a Course
05bd329b-5707-42fc-af1c-084cc604e805,Imperial Recruiter
50bc0f5b-7421-45b9-af85-86dd9821b7d8,Soulherder
02138fbb-3962-4348-8d31-faaefba0b8b2,Raugrin Triome
8db735ea-f9cf-4e3c-9200-4f180df55baa,Fractured Identity
5bb3cb5c-8d66-4f5e-a9a9-917e6045f024,Flickerwisp
cf3eb762-6c3f-4b11-a4f9-968f79370217,Mystic Confluence
0f7585c8-9e21-4eef-afc1-2852de23db2f,Polluted Delta
6da09e6a-2965-4855-bd41-41b41ba188fb,Through the Breach
bb41ff5c-9617-4033-a4fa-99323640b9c3,Duress
1c0f2873-5849-4cab-855a-2fbbc41dbb6c,Chaos Defiler
63af3c26-5b1f-46f6-9aa2-036c615bf5ea,Flash
10158a5e-5a03-41ab-85d2-0907ccf32c9b,Dack Fayden
98e7bf8f-dba7-4005-8cee-634c9153931d,Phantasmal Image
07c17b01-ee5d-491a-8403-b3f819b778c4,Wishclaw Talisman
0645f487-efe5-4764-b361-85e07bb5ccca,"Ulamog, the Infinite Gyre"
0027e5ca-8046-40a0-bd73-79be55f28bff,Remand
0e0d989d-7186-40dc-bdfe-cfbb77656bc8,"Emrakul, the Aeons Torn"
4ced112a-e775-4f97-97b3-74877e9dce12,Dragon's Rage Channeler
53d4fd57-74b6-42c7-88b1-110e5a8dfc3c,Spell Pierce
0f3c8470-1cc8-4383-8782-c022867d46e8,"Tezzeret, Agent of Bolas"
aac0c8df-f01d-4178-8d66-ee603f814d24,Mishra's Workshop
05e8a4ea-8c0d-4284-ac23-80e19fdde11d,Myr Battlesphere
18adbda4-8d36-47cd-afbc-c785aaa8ed80,Blightsteel Colossus
377cee38-e769-47b0-abd5-0f528600f36a,Badlands
9814d8e8-c462-41ca-9909-1c659f488543,Lotus Petal
d5806e68-1054-458e-866d-1f2470f682b2,The One Ring
06cb1bd6-73e0-4104-b344-4bc52d7dcedf,Baleful Strix
c4fffacd-81c7-44b8-9b59-2c7210022c14,Augur of Autumn
d91a527d-51f1-4fb1-9016-fc923fd43a6a,Azorius Signet
07246783-d475-4f61-99ac-e2b574072349,Voice of Resurgence
8683a978-1bef-4b01-9361-56b1fc157d26,Courser of Kruphix
6f11029a-b24d-4248-834f-b852b56857f6,Biogenic Ooze
44afd414-cc69-4888-ba12-7ea87e60b1f7,Craterhoof Behemoth
3028075c-5fc5-4942-a984-1ffcf7a8933d,Knight of Autumn
de0e01e4-e143-47fd-8565-7b48219bb546,Goldvein Hydra
4e117771-5a8b-4812-b487-32ba34b7f724,Giver of Runes
01794178-cf41-454c-ac37-1d8b18e42db2,Green Sun's Zenith
0845f0b0-9413-4ddd-861d-9607636bebc6,Natural Order
01c6f877-6b00-4d57-8a88-36cd3b16edbc,Llanowar Elves
487116ab-b885-406b-aa54-56cb67eb3ca5,Scavenging Ooze
d51269cf-a333-4a64-94cd-245798d840d2,Elder Gargaroth
